CHP_ID	Medicinal_properties	Class	x_rank	y_rank
CHP04383	Bitter medicinal	Medicinal flavor	10	13
CHP04383	Liver meridian	Meridian tropism	12	7
CHP04383	Kidney meridian	Meridian tropism	21	10
CHP04383	Cool therapeutic	Therapeutic nature	15	11
CHP04384	Pungent medicinal	Medicinal flavor	14	4
CHP04384	Lung meridian	Meridian tropism	5	8
CHP04384	Warm therapeutic	Therapeutic nature	18	6
CHP04385	Sweet medicinal	Medicinal flavor	13	19
CHP04385	Warm therapeutic	Therapeutic nature	18	6
CHP04386	Sweet medicinal	Medicinal flavor	13	19
CHP04386	Pungent medicinal	Medicinal flavor	14	4
CHP04386	Bitter medicinal	Medicinal flavor	10	13
CHP04386	Spleen meridian	Meridian tropism	19	5
CHP04386	Liver meridian	Meridian tropism	12	7
CHP04386	Neutral therapeutic	Therapeutic nature	16	15
CHP04387	Pungent medicinal	Medicinal flavor	14	4
CHP04387	Bitter medicinal	Medicinal flavor	10	13
CHP04387	Stomach meridian	Meridian tropism	8	3
CHP04387	Spleen meridian	Meridian tropism	19	5
CHP04387	Warm therapeutic	Therapeutic nature	18	6
CHP04388	Pungent medicinal	Medicinal flavor	14	4
CHP04388	Small intestine meridian	Meridian tropism	3	22
CHP04388	Large intestine meridian	Meridian tropism	2	9
CHP04388	Heart meridian	Meridian tropism	9	21
CHP04388	Warm therapeutic	Therapeutic nature	18	6
CHP04389	Pungent medicinal	Medicinal flavor	14	4
CHP04389	Bitter medicinal	Medicinal flavor	10	13
CHP04389	Stomach meridian	Meridian tropism	8	3
CHP04389	Spleen meridian	Meridian tropism	19	5
CHP04389	Liver meridian	Meridian tropism	12	7
CHP04389	Kidney meridian	Meridian tropism	21	10
CHP04389	Hot therapeutic	Therapeutic nature	22	2
CHP04390	Sweet medicinal	Medicinal flavor	13	19
CHP04390	Bitter medicinal	Medicinal flavor	10	13
CHP04390	Neutral therapeutic	Therapeutic nature	16	15
CHP04390	Cool therapeutic	Therapeutic nature	15	11
CHP04391	Bitter medicinal	Medicinal flavor	10	13
CHP04391	Sweet medicinal	Medicinal flavor	13	19
CHP04391	Cool therapeutic	Therapeutic nature	15	11
CHP04392	Sweet medicinal	Medicinal flavor	13	19
CHP04392	Lung meridian	Meridian tropism	5	8
CHP04392	Kidney meridian	Meridian tropism	21	10
CHP04392	Heart meridian	Meridian tropism	9	21
CHP04392	Neutral therapeutic	Therapeutic nature	16	15
CHP04393	Bitter medicinal	Medicinal flavor	10	13
CHP04393	Large intestine meridian	Meridian tropism	2	9
CHP04393	Liver meridian	Meridian tropism	12	7
CHP04393	Bladder meridian	Meridian tropism	7	12
CHP04393	Cool therapeutic	Therapeutic nature	15	11
CHP04394	Astringent medicinal	Medicinal flavor	17	18
CHP04394	Large intestine meridian	Meridian tropism	2	9
CHP04394	Lung meridian	Meridian tropism	5	8
CHP04394	Warm therapeutic	Therapeutic nature	18	6
CHP04395	Bitter medicinal	Medicinal flavor	10	13
CHP04395	Lung meridian	Meridian tropism	5	8
CHP04395	Kidney meridian	Meridian tropism	21	10
CHP04395	Bladder meridian	Meridian tropism	7	12
CHP04395	Cool therapeutic	Therapeutic nature	15	11
CHP04396	Pungent medicinal	Medicinal flavor	14	4
CHP04396	Bitter medicinal	Medicinal flavor	10	13
CHP04396	Spleen meridian	Meridian tropism	19	5
CHP04396	Liver meridian	Meridian tropism	12	7
CHP04396	Heart meridian	Meridian tropism	9	21
CHP04396	Cold therapeutic	Therapeutic nature	6	17
CHP04397	Pungent medicinal	Medicinal flavor	14	4
CHP04397	Bitter medicinal	Medicinal flavor	10	13
CHP04397	Spleen meridian	Meridian tropism	19	5
CHP04397	Liver meridian	Meridian tropism	12	7
CHP04397	Kidney meridian	Meridian tropism	21	10
CHP04397	Bladder meridian	Meridian tropism	7	12
CHP04397	Warm therapeutic	Therapeutic nature	18	6
CHP04398	Bitter medicinal	Medicinal flavor	10	13
CHP04398	Spleen meridian	Meridian tropism	19	5
CHP04398	Liver meridian	Meridian tropism	12	7
CHP04398	Neutral therapeutic	Therapeutic nature	16	15
CHP04399	Pungent medicinal	Medicinal flavor	14	4
CHP04399	Bitter medicinal	Medicinal flavor	10	13
CHP04399	Lung meridian	Meridian tropism	5	8
CHP04399	Warm therapeutic	Therapeutic nature	18	6
CHP04400	Sweet medicinal	Medicinal flavor	13	19
CHP04400	Bitter medicinal	Medicinal flavor	10	13
CHP04400	Lung meridian	Meridian tropism	5	8
CHP04400	Liver meridian	Meridian tropism	12	7
CHP04400	Neutral therapeutic	Therapeutic nature	16	15
CHP04401	Bitter medicinal	Medicinal flavor	10	13
CHP04401	Lung meridian	Meridian tropism	5	8
CHP04401	Warm therapeutic	Therapeutic nature	18	6
CHP04402	Pungent medicinal	Medicinal flavor	14	4
CHP04402	Bitter medicinal	Medicinal flavor	10	13
CHP04402	Warm therapeutic	Therapeutic nature	18	6
CHP04403	Pungent medicinal	Medicinal flavor	14	4
CHP04403	Bitter medicinal	Medicinal flavor	10	13
CHP04403	Stomach meridian	Meridian tropism	8	3
CHP04403	Liver meridian	Meridian tropism	12	7
CHP04403	Warm therapeutic	Therapeutic nature	18	6
CHP04404	Pungent medicinal	Medicinal flavor	14	4
CHP04404	Bitter medicinal	Medicinal flavor	10	13
CHP04404	Liver meridian	Meridian tropism	12	7
CHP04404	Kidney meridian	Meridian tropism	21	10
CHP04404	Warm therapeutic	Therapeutic nature	18	6
CHP04405	Pungent medicinal	Medicinal flavor	14	4
CHP04405	Bitter medicinal	Medicinal flavor	10	13
CHP04405	Liver meridian	Meridian tropism	12	7
CHP04405	Kidney meridian	Meridian tropism	21	10
CHP04405	Neutral therapeutic	Therapeutic nature	16	15
CHP04406	Pungent medicinal	Medicinal flavor	14	4
CHP04406	Bitter medicinal	Medicinal flavor	10	13
CHP04406	Cool therapeutic	Therapeutic nature	15	11
CHP04407	Pungent medicinal	Medicinal flavor	14	4
CHP04407	Warm therapeutic	Therapeutic nature	18	6
CHP04408	Sweet medicinal	Medicinal flavor	13	19
CHP04408	Pungent medicinal	Medicinal flavor	14	4
CHP04408	Lung meridian	Meridian tropism	5	8
CHP04408	Liver meridian	Meridian tropism	12	7
CHP04408	Cold therapeutic	Therapeutic nature	6	17
CHP04409	Pungent medicinal	Medicinal flavor	14	4
CHP04409	Bitter medicinal	Medicinal flavor	10	13
CHP04409	Large intestine meridian	Meridian tropism	2	9
CHP04409	Spleen meridian	Meridian tropism	19	5
CHP04409	Liver meridian	Meridian tropism	12	7
CHP04409	Cold therapeutic	Therapeutic nature	6	17
CHP04410	Sweet medicinal	Medicinal flavor	13	19
CHP04410	Bitter medicinal	Medicinal flavor	10	13
CHP04410	Spleen meridian	Meridian tropism	19	5
CHP04410	Liver meridian	Meridian tropism	12	7
CHP04410	Kidney meridian	Meridian tropism	21	10
CHP04410	Neutral therapeutic	Therapeutic nature	16	15
CHP04411	Pungent medicinal	Medicinal flavor	14	4
CHP04411	Warm therapeutic	Therapeutic nature	18	6
CHP04412	Sweet medicinal	Medicinal flavor	13	19
CHP04412	Sour medicinal	Medicinal flavor	20	20
CHP04412	Cool therapeutic	Therapeutic nature	15	11
CHP04413	Sweet medicinal	Medicinal flavor	13	19
CHP04413	Bitter medicinal	Medicinal flavor	10	13
CHP04413	Cool therapeutic	Therapeutic nature	15	11
CHP04414	Bitter medicinal	Medicinal flavor	10	13
CHP04414	Cold therapeutic	Therapeutic nature	6	17
CHP04415	Sweet medicinal	Medicinal flavor	13	19
CHP04415	Bitter medicinal	Medicinal flavor	10	13
CHP04415	Lung meridian	Meridian tropism	5	8
CHP04415	Liver meridian	Meridian tropism	12	7
CHP04415	Kidney meridian	Meridian tropism	21	10
CHP04415	Cool therapeutic	Therapeutic nature	15	11
CHP04416	Pungent medicinal	Medicinal flavor	14	4
CHP04416	Bitter medicinal	Medicinal flavor	10	13
CHP04416	Cool therapeutic	Therapeutic nature	15	11
CHP04417	Pungent medicinal	Medicinal flavor	14	4
CHP04417	Bitter medicinal	Medicinal flavor	10	13
CHP04417	Warm therapeutic	Therapeutic nature	18	6
CHP04418	Sweet medicinal	Medicinal flavor	13	19
CHP04418	Sour medicinal	Medicinal flavor	20	20
CHP04418	Salty medicinal	Medicinal flavor	23	16
CHP04418	Pungent medicinal	Medicinal flavor	14	4
CHP04418	Bitter medicinal	Medicinal flavor	10	13
CHP04418	Cold therapeutic	Therapeutic nature	6	17
CHP04419	Sweet medicinal	Medicinal flavor	13	19
CHP04419	Sour medicinal	Medicinal flavor	20	20
CHP04419	Lung meridian	Meridian tropism	5	8
CHP04419	Kidney meridian	Meridian tropism	21	10
CHP04419	Heart meridian	Meridian tropism	9	21
CHP04419	Warm therapeutic	Therapeutic nature	18	6
CHP04420	Pungent medicinal	Medicinal flavor	14	4
CHP04420	Stomach meridian	Meridian tropism	8	3
CHP04420	Lung meridian	Meridian tropism	5	8
CHP04420	Warm therapeutic	Therapeutic nature	18	6
CHP04421	Sweet medicinal	Medicinal flavor	13	19
CHP04421	Cool therapeutic	Therapeutic nature	15	11
CHP04422	Sour medicinal	Medicinal flavor	20	20
CHP04422	Astringent medicinal	Medicinal flavor	17	18
CHP04422	Large intestine meridian	Meridian tropism	2	9
CHP04422	Heart meridian	Meridian tropism	9	21
CHP04422	Neutral therapeutic	Therapeutic nature	16	15
CHP04423	Sour medicinal	Medicinal flavor	20	20
CHP04423	Astringent medicinal	Medicinal flavor	17	18
CHP04423	Stomach meridian	Meridian tropism	8	3
CHP04423	Spleen meridian	Meridian tropism	19	5
CHP04423	Cool therapeutic	Therapeutic nature	15	11
CHP04424	Pungent medicinal	Medicinal flavor	14	4
CHP04424	Liver meridian	Meridian tropism	12	7
CHP04424	Kidney meridian	Meridian tropism	21	10
CHP04424	Warm therapeutic	Therapeutic nature	18	6
CHP04425	Pungent medicinal	Medicinal flavor	14	4
CHP04425	Bitter medicinal	Medicinal flavor	10	13
CHP04425	Liver meridian	Meridian tropism	12	7
CHP04425	Kidney meridian	Meridian tropism	21	10
CHP04425	Warm therapeutic	Therapeutic nature	18	6
CHP04426	Sweet medicinal	Medicinal flavor	13	19
CHP04426	Neutral therapeutic	Therapeutic nature	16	15
CHP04427	Sour medicinal	Medicinal flavor	20	20
CHP04427	Lung meridian	Meridian tropism	5	8
CHP04427	Kidney meridian	Meridian tropism	21	10
CHP04427	Neutral therapeutic	Therapeutic nature	16	15
CHP04428	Bitter medicinal	Medicinal flavor	10	13
CHP04428	Liver meridian	Meridian tropism	12	7
CHP04428	Kidney meridian	Meridian tropism	21	10
CHP04428	Cool therapeutic	Therapeutic nature	15	11
CHP04429	Pungent medicinal	Medicinal flavor	14	4
CHP04429	Liver meridian	Meridian tropism	12	7
CHP04429	Kidney meridian	Meridian tropism	21	10
CHP04429	Warm therapeutic	Therapeutic nature	18	6
CHP04430	Sweet medicinal	Medicinal flavor	13	19
CHP04430	Lung meridian	Meridian tropism	5	8
CHP04430	Cold therapeutic	Therapeutic nature	6	17
CHP04431	Sweet medicinal	Medicinal flavor	13	19
CHP04431	Bitter medicinal	Medicinal flavor	10	13
CHP04431	Spleen meridian	Meridian tropism	19	5
CHP04431	Lung meridian	Meridian tropism	5	8
CHP04431	Neutral therapeutic	Therapeutic nature	16	15
CHP04432	Sweet medicinal	Medicinal flavor	13	19
CHP04432	Spleen meridian	Meridian tropism	19	5
CHP04432	Lung meridian	Meridian tropism	5	8
CHP04432	Liver meridian	Meridian tropism	12	7
CHP04432	Warm therapeutic	Therapeutic nature	18	6
CHP04433	Bitter medicinal	Medicinal flavor	10	13
CHP04433	Cold therapeutic	Therapeutic nature	6	17
CHP04434	Sweet medicinal	Medicinal flavor	13	19
CHP04434	Warm therapeutic	Therapeutic nature	18	6
CHP04435	Sweet medicinal	Medicinal flavor	13	19
CHP04435	Neutral therapeutic	Therapeutic nature	16	15
CHP04436	Bitter medicinal	Medicinal flavor	10	13
CHP04436	Cold therapeutic	Therapeutic nature	6	17
CHP04437	Pungent medicinal	Medicinal flavor	14	4
CHP04437	Bitter medicinal	Medicinal flavor	10	13
CHP04437	Cool therapeutic	Therapeutic nature	15	11
CHP04438	Sweet medicinal	Medicinal flavor	13	19
CHP04438	Large intestine meridian	Meridian tropism	2	9
CHP04438	Spleen meridian	Meridian tropism	19	5
CHP04438	Cold therapeutic	Therapeutic nature	6	17
CHP04439	Pungent medicinal	Medicinal flavor	14	4
CHP04439	Bitter medicinal	Medicinal flavor	10	13
CHP04439	Large intestine meridian	Meridian tropism	2	9
CHP04439	Liver meridian	Meridian tropism	12	7
CHP04439	Cold therapeutic	Therapeutic nature	6	17
CHP04440	Sweet medicinal	Medicinal flavor	13	19
CHP04440	Cold therapeutic	Therapeutic nature	6	17
CHP04441	Pungent medicinal	Medicinal flavor	14	4
CHP04441	Bitter medicinal	Medicinal flavor	10	13
CHP04441	Kidney meridian	Meridian tropism	21	10
CHP04441	Cold therapeutic	Therapeutic nature	6	17
CHP04442	Sweet medicinal	Medicinal flavor	13	19
CHP04442	Warm therapeutic	Therapeutic nature	18	6
CHP04443	Sweet medicinal	Medicinal flavor	13	19
CHP04443	Pungent medicinal	Medicinal flavor	14	4
CHP04443	Spleen meridian	Meridian tropism	19	5
CHP04443	Lung meridian	Meridian tropism	5	8
CHP04443	Warm therapeutic	Therapeutic nature	18	6
CHP04444	Pungent medicinal	Medicinal flavor	14	4
CHP04444	Bitter medicinal	Medicinal flavor	10	13
CHP04444	Lung meridian	Meridian tropism	5	8
CHP04444	Cold therapeutic	Therapeutic nature	6	17
CHP04445	Sweet medicinal	Medicinal flavor	13	19
CHP04445	Spleen meridian	Meridian tropism	19	5
CHP04445	Liver meridian	Meridian tropism	12	7
CHP04445	Kidney meridian	Meridian tropism	21	10
CHP04445	Warm therapeutic	Therapeutic nature	18	6
CHP04446	Pungent medicinal	Medicinal flavor	14	4
CHP04446	Bitter medicinal	Medicinal flavor	10	13
CHP04446	Stomach meridian	Meridian tropism	8	3
CHP04446	Liver meridian	Meridian tropism	12	7
CHP04446	Gallbladder meridian	Meridian tropism	4	14
CHP04446	Neutral therapeutic	Therapeutic nature	16	15
CHP04447	Bitter medicinal	Medicinal flavor	10	13
CHP04447	Large intestine meridian	Meridian tropism	2	9
CHP04447	Liver meridian	Meridian tropism	12	7
CHP04447	Heart meridian	Meridian tropism	9	21
CHP04447	Cold therapeutic	Therapeutic nature	6	17
CHP04448	Bitter medicinal	Medicinal flavor	10	13
CHP04448	Liver meridian	Meridian tropism	12	7
CHP04448	Heart meridian	Meridian tropism	9	21
CHP04448	Cold therapeutic	Therapeutic nature	6	17
CHP04449	Sweet medicinal	Medicinal flavor	13	19
CHP04449	Stomach meridian	Meridian tropism	8	3
CHP04449	Heart meridian	Meridian tropism	9	21
CHP04449	Bladder meridian	Meridian tropism	7	12
CHP04449	Cold therapeutic	Therapeutic nature	6	17
CHP04450	Bitter medicinal	Medicinal flavor	10	13
CHP04450	Large intestine meridian	Meridian tropism	2	9
CHP04450	Cool therapeutic	Therapeutic nature	15	11
CHP04451	Sweet medicinal	Medicinal flavor	13	19
CHP04451	Stomach meridian	Meridian tropism	8	3
CHP04451	Heart meridian	Meridian tropism	9	21
CHP04451	Bladder meridian	Meridian tropism	7	12
CHP04451	Cool therapeutic	Therapeutic nature	15	11
CHP04452	Salty medicinal	Medicinal flavor	23	16
CHP04452	Large intestine meridian	Meridian tropism	2	9
CHP04452	Stomach meridian	Meridian tropism	8	3
CHP04452	Lung meridian	Meridian tropism	5	8
CHP04452	Cold therapeutic	Therapeutic nature	6	17
CHP04453	Sweet medicinal	Medicinal flavor	13	19
CHP04453	Large intestine meridian	Meridian tropism	2	9
CHP04453	Lung meridian	Meridian tropism	5	8
CHP04453	Neutral therapeutic	Therapeutic nature	16	15
CHP04454	Bitter medicinal	Medicinal flavor	10	13
CHP04454	Astringent medicinal	Medicinal flavor	17	18
CHP04454	Cold therapeutic	Therapeutic nature	6	17
CHP04455	Pungent medicinal	Medicinal flavor	14	4
CHP04455	Spleen meridian	Meridian tropism	19	5
CHP04455	Liver meridian	Meridian tropism	12	7
CHP04455	Warm therapeutic	Therapeutic nature	18	6
CHP04456	Pungent medicinal	Medicinal flavor	14	4
CHP04456	Bitter medicinal	Medicinal flavor	10	13
CHP04456	Stomach meridian	Meridian tropism	8	3
CHP04456	Liver meridian	Meridian tropism	12	7
CHP04456	Cool therapeutic	Therapeutic nature	15	11
CHP04457	Sweet medicinal	Medicinal flavor	13	19
CHP04457	Lung meridian	Meridian tropism	5	8
CHP04457	Cool therapeutic	Therapeutic nature	15	11
CHP04458	Sweet medicinal	Medicinal flavor	13	19
CHP04458	Bitter medicinal	Medicinal flavor	10	13
CHP04458	Spleen meridian	Meridian tropism	19	5
CHP04458	Lung meridian	Meridian tropism	5	8
CHP04458	Kidney meridian	Meridian tropism	21	10
CHP04458	Heart meridian	Meridian tropism	9	21
CHP04458	Cool therapeutic	Therapeutic nature	15	11
CHP04459	Sweet medicinal	Medicinal flavor	13	19
CHP04459	Bitter medicinal	Medicinal flavor	10	13
CHP04459	Liver meridian	Meridian tropism	12	7
CHP04459	Neutral therapeutic	Therapeutic nature	16	15
CHP04460	Sweet medicinal	Medicinal flavor	13	19
CHP04460	Sour medicinal	Medicinal flavor	20	20
CHP04460	Stomach meridian	Meridian tropism	8	3
CHP04460	Lung meridian	Meridian tropism	5	8
CHP04460	Cool therapeutic	Therapeutic nature	15	11
CHP04461	Pungent medicinal	Medicinal flavor	14	4
CHP04461	Large intestine meridian	Meridian tropism	2	9
CHP04461	Stomach meridian	Meridian tropism	8	3
CHP04461	Liver meridian	Meridian tropism	12	7
CHP04461	Cold therapeutic	Therapeutic nature	6	17
CHP04462	Sweet medicinal	Medicinal flavor	13	19
CHP04462	Pungent medicinal	Medicinal flavor	14	4
CHP04462	Spleen meridian	Meridian tropism	19	5
CHP04462	Liver meridian	Meridian tropism	12	7
CHP04462	Kidney meridian	Meridian tropism	21	10
CHP04462	Heart meridian	Meridian tropism	9	21
CHP04462	Hot therapeutic	Therapeutic nature	22	2
CHP04463	Bitter medicinal	Medicinal flavor	10	13
CHP04463	Spleen meridian	Meridian tropism	19	5
CHP04463	Liver meridian	Meridian tropism	12	7
CHP04463	Cool therapeutic	Therapeutic nature	15	11
CHP04464	Sour medicinal	Medicinal flavor	20	20
CHP04464	Astringent medicinal	Medicinal flavor	17	18
CHP04464	Large intestine meridian	Meridian tropism	2	9
CHP04464	Spleen meridian	Meridian tropism	19	5
CHP04464	Liver meridian	Meridian tropism	12	7
CHP04464	Neutral therapeutic	Therapeutic nature	16	15
CHP04465	Bitter medicinal	Medicinal flavor	10	13
CHP04465	Large intestine meridian	Meridian tropism	2	9
CHP04465	Liver meridian	Meridian tropism	12	7
CHP04465	Gallbladder meridian	Meridian tropism	4	14
CHP04465	Cold therapeutic	Therapeutic nature	6	17
CHP04466	Pungent medicinal	Medicinal flavor	14	4
CHP04466	Bitter medicinal	Medicinal flavor	10	13
CHP04466	Liver meridian	Meridian tropism	12	7
CHP04466	Kidney meridian	Meridian tropism	21	10
CHP04466	Cold therapeutic	Therapeutic nature	6	17
CHP04467	Sweet medicinal	Medicinal flavor	13	19
CHP04467	Bitter medicinal	Medicinal flavor	10	13
CHP04467	Cold therapeutic	Therapeutic nature	6	17
CHP04468	Bitter medicinal	Medicinal flavor	10	13
CHP04468	Astringent medicinal	Medicinal flavor	17	18
CHP04468	Liver meridian	Meridian tropism	12	7
CHP04468	Kidney meridian	Meridian tropism	21	10
CHP04468	Bladder meridian	Meridian tropism	7	12
CHP04468	Cold therapeutic	Therapeutic nature	6	17
CHP04469	Pungent medicinal	Medicinal flavor	14	4
CHP04469	Bitter medicinal	Medicinal flavor	10	13
CHP04469	Stomach meridian	Meridian tropism	8	3
CHP04469	Spleen meridian	Meridian tropism	19	5
CHP04469	Liver meridian	Meridian tropism	12	7
CHP04469	Cold therapeutic	Therapeutic nature	6	17
CHP04470	Pungent medicinal	Medicinal flavor	14	4
CHP04470	Bitter medicinal	Medicinal flavor	10	13
CHP04470	Liver meridian	Meridian tropism	12	7
CHP04470	Neutral therapeutic	Therapeutic nature	16	15
CHP04471	Sweet medicinal	Medicinal flavor	13	19
CHP04471	Cool therapeutic	Therapeutic nature	15	11
CHP04472	Bitter medicinal	Medicinal flavor	10	13
CHP04472	Astringent medicinal	Medicinal flavor	17	18
CHP04472	Large intestine meridian	Meridian tropism	2	9
CHP04472	Stomach meridian	Meridian tropism	8	3
CHP04472	Liver meridian	Meridian tropism	12	7
CHP04472	Neutral therapeutic	Therapeutic nature	16	15
CHP04473	Sweet medicinal	Medicinal flavor	13	19
CHP04473	Pungent medicinal	Medicinal flavor	14	4
CHP04473	Stomach meridian	Meridian tropism	8	3
CHP04473	Liver meridian	Meridian tropism	12	7
CHP04473	Warm therapeutic	Therapeutic nature	18	6
CHP04474	Sweet medicinal	Medicinal flavor	13	19
CHP04474	Bitter medicinal	Medicinal flavor	10	13
CHP04474	Stomach meridian	Meridian tropism	8	3
CHP04474	Lung meridian	Meridian tropism	5	8
CHP04474	Gallbladder meridian	Meridian tropism	4	14
CHP04474	Neutral therapeutic	Therapeutic nature	16	15
CHP04475	Bitter medicinal	Medicinal flavor	10	13
CHP04475	Lung meridian	Meridian tropism	5	8
CHP04475	Liver meridian	Meridian tropism	12	7
CHP04475	Gallbladder meridian	Meridian tropism	4	14
CHP04475	Cold therapeutic	Therapeutic nature	6	17
CHP04476	Bitter medicinal	Medicinal flavor	10	13
CHP04476	Lung meridian	Meridian tropism	5	8
CHP04476	Liver meridian	Meridian tropism	12	7
CHP04476	Cold therapeutic	Therapeutic nature	6	17
CHP04477	Sweet medicinal	Medicinal flavor	13	19
CHP04477	Stomach meridian	Meridian tropism	8	3
CHP04477	Lung meridian	Meridian tropism	5	8
CHP04477	Kidney meridian	Meridian tropism	21	10
CHP04477	Cold therapeutic	Therapeutic nature	6	17
CHP04478	Pungent medicinal	Medicinal flavor	14	4
CHP04478	Warm therapeutic	Therapeutic nature	18	6
CHP04479	Sweet medicinal	Medicinal flavor	13	19
CHP04479	Pungent medicinal	Medicinal flavor	14	4
CHP04479	Stomach meridian	Meridian tropism	8	3
CHP04479	Spleen meridian	Meridian tropism	19	5
CHP04479	Neutral therapeutic	Therapeutic nature	16	15
CHP04480	Cool therapeutic	Therapeutic nature	15	11
CHP04481	Pungent medicinal	Medicinal flavor	14	4
CHP04481	Stomach meridian	Meridian tropism	8	3
CHP04481	Lung meridian	Meridian tropism	5	8
CHP04481	Warm therapeutic	Therapeutic nature	18	6
CHP04482	Pungent medicinal	Medicinal flavor	14	4
CHP04482	Lung meridian	Meridian tropism	5	8
CHP04482	Kidney meridian	Meridian tropism	21	10
CHP04482	Heart meridian	Meridian tropism	9	21
CHP04482	Warm therapeutic	Therapeutic nature	18	6
CHP04483	Pungent medicinal	Medicinal flavor	14	4
CHP04483	Bitter medicinal	Medicinal flavor	10	13
CHP04483	Warm therapeutic	Therapeutic nature	18	6
CHP04484	Pungent medicinal	Medicinal flavor	14	4
CHP04484	Bitter medicinal	Medicinal flavor	10	13
CHP04484	Warm therapeutic	Therapeutic nature	18	6
CHP04485	Pungent medicinal	Medicinal flavor	14	4
CHP04485	Bitter medicinal	Medicinal flavor	10	13
CHP04485	Large intestine meridian	Meridian tropism	2	9
CHP04485	Stomach meridian	Meridian tropism	8	3
CHP04485	Lung meridian	Meridian tropism	5	8
CHP04485	Neutral therapeutic	Therapeutic nature	16	15
CHP04486	Bitter medicinal	Medicinal flavor	10	13
CHP04486	Liver meridian	Meridian tropism	12	7
CHP04486	Cool therapeutic	Therapeutic nature	15	11
CHP04487	Sweet medicinal	Medicinal flavor	13	19
CHP04487	Pungent medicinal	Medicinal flavor	14	4
CHP04487	Warm therapeutic	Therapeutic nature	18	6
CHP04488	Pungent medicinal	Medicinal flavor	14	4
CHP04488	Bitter medicinal	Medicinal flavor	10	13
CHP04488	Lung meridian	Meridian tropism	5	8
CHP04488	Warm therapeutic	Therapeutic nature	18	6
CHP04489	Sweet medicinal	Medicinal flavor	13	19
CHP04489	Bitter medicinal	Medicinal flavor	10	13
CHP04489	Cool therapeutic	Therapeutic nature	15	11
CHP04490	Bitter medicinal	Medicinal flavor	10	13
CHP04490	Large intestine meridian	Meridian tropism	2	9
CHP04490	Spleen meridian	Meridian tropism	19	5
CHP04490	Lung meridian	Meridian tropism	5	8
CHP04490	Liver meridian	Meridian tropism	12	7
CHP04490	Cool therapeutic	Therapeutic nature	15	11
CHP04491	Bitter medicinal	Medicinal flavor	10	13
CHP04491	Large intestine meridian	Meridian tropism	2	9
CHP04491	Liver meridian	Meridian tropism	12	7
CHP04491	Gallbladder meridian	Meridian tropism	4	14
CHP04491	Cool therapeutic	Therapeutic nature	15	11
CHP04492	Bitter medicinal	Medicinal flavor	10	13
CHP04492	Liver meridian	Meridian tropism	12	7
CHP04492	Neutral therapeutic	Therapeutic nature	16	15
CHP04493	Sweet medicinal	Medicinal flavor	13	19
CHP04493	Neutral therapeutic	Therapeutic nature	16	15
CHP04494	Pungent medicinal	Medicinal flavor	14	4
CHP04494	Liver meridian	Meridian tropism	12	7
CHP04494	Warm therapeutic	Therapeutic nature	18	6
CHP04495	Pungent medicinal	Medicinal flavor	14	4
CHP04495	Stomach meridian	Meridian tropism	8	3
CHP04495	Liver meridian	Meridian tropism	12	7
CHP04495	Warm therapeutic	Therapeutic nature	18	6
CHP04496	Pungent medicinal	Medicinal flavor	14	4
CHP04496	Bitter medicinal	Medicinal flavor	10	13
CHP04496	Cool therapeutic	Therapeutic nature	15	11
CHP04497	Bitter medicinal	Medicinal flavor	10	13
CHP04497	Cool therapeutic	Therapeutic nature	15	11
CHP04498	Pungent medicinal	Medicinal flavor	14	4
CHP04498	Bitter medicinal	Medicinal flavor	10	13
CHP04498	Neutral therapeutic	Therapeutic nature	16	15
CHP04499	Pungent medicinal	Medicinal flavor	14	4
CHP04499	Warm therapeutic	Therapeutic nature	18	6
CHP04500	Sweet medicinal	Medicinal flavor	13	19
CHP04500	Liver meridian	Meridian tropism	12	7
CHP04500	Cool therapeutic	Therapeutic nature	15	11
CHP04501	Pungent medicinal	Medicinal flavor	14	4
CHP04501	Bitter medicinal	Medicinal flavor	10	13
CHP04501	Lung meridian	Meridian tropism	5	8
CHP04501	Heart meridian	Meridian tropism	9	21
CHP04501	Neutral therapeutic	Therapeutic nature	16	15
CHP04502	Bitter medicinal	Medicinal flavor	10	13
CHP04502	Cool therapeutic	Therapeutic nature	15	11
CHP04503	Bitter medicinal	Medicinal flavor	10	13
CHP04503	Heart meridian	Meridian tropism	9	21
CHP04503	Neutral therapeutic	Therapeutic nature	16	15
CHP04504	Sweet medicinal	Medicinal flavor	13	19
CHP04504	Astringent medicinal	Medicinal flavor	17	18
CHP04504	Liver meridian	Meridian tropism	12	7
CHP04504	Warm therapeutic	Therapeutic nature	18	6
CHP04505	Sweet medicinal	Medicinal flavor	13	19
CHP04505	Liver meridian	Meridian tropism	12	7
CHP04505	Kidney meridian	Meridian tropism	21	10
CHP04505	Neutral therapeutic	Therapeutic nature	16	15
CHP04506	Pungent medicinal	Medicinal flavor	14	4
CHP04506	Lung meridian	Meridian tropism	5	8
CHP04506	Kidney meridian	Meridian tropism	21	10
CHP04506	Neutral therapeutic	Therapeutic nature	16	15
CHP04507	Bitter medicinal	Medicinal flavor	10	13
CHP04507	Stomach meridian	Meridian tropism	8	3
CHP04507	Gallbladder meridian	Meridian tropism	4	14
CHP04507	Cool therapeutic	Therapeutic nature	15	11
CHP04508	Pungent medicinal	Medicinal flavor	14	4
CHP04508	Bitter medicinal	Medicinal flavor	10	13
CHP04508	Spleen meridian	Meridian tropism	19	5
